sub_category_title,questions_title,answer_title,answer_paragraphs,answer_link
Cisco Meeting App,Desktop app (Microsoft Windows and macOS),Where can I find the .msi installer for Cisco Meeting App (Windows)?,"['The installer is available on theSoftware Downloadspage.', '']",https://meeting-infohub.cisco.com/faq/content/28/427/en/where-can-i-find-the-msi-installer-for-cisco-meeting-app-windows.html
Cisco Meeting App,Desktop app (Microsoft Windows and macOS),How do I control bandwidth for my Cisco Meeting app?,"['You can set the maximum bandwidth usage under Advanced settings.', '', 'Select theSettings and infobutton.', 'SelectMore settings.', 'SelectAdvanced.', 'UnderBandwidth, set the maximum bandwidth usage.']",https://meeting-infohub.cisco.com/faq/content/28/236/en/how-do-i-control-bandwidth-for-my-cisco-meeting-app.html
Cisco Meeting App,Desktop app (Microsoft Windows and macOS),"I am trying to upgrade my Cisco Meeting App, but the older version of the app hasn't been completely removed?","['Using the Windows “Pin to Taskbar” feature on the\xa0Meeting app\xa0icon in the taskbar, is known to cause issues with the app, such as the incomplete removal of older versions upon upgrade. Right click on the frame that had shown the\xa0Meeting app\xa0icon, and select ""Unpin from Taskbar"". Then remove the older Cisco Meeting\xa0\xa0app using the Windows “Uninstall” feature, before installing the newer version of the client.']",https://meeting-infohub.cisco.com/faq/content/28/136/en/i-am-trying-to-upgrade-my-cisco-meeting-app-but-the-older-version-of-the-app-hasn_t-been-completely-removed.html
Cisco Meeting App,Desktop app (Microsoft Windows and macOS),Do I need an Aero theme on my PC?,"['If you are running the PC Client on a Windows Vista or Windows 7 machine, then do not disable the Aero themes. They are more than just “look and feel” and choosing a different theme may affect performance and sharing.']",https://meeting-infohub.cisco.com/faq/content/28/112/en/do-i-need-an-aero-theme-on-my-pc.html
Cisco Meeting App,Desktop app (Microsoft Windows and macOS),How is the Cisco Meeting App for Windows and macOS installed/upgraded?,"['Cisco Meeting App for Windows and macOS can be installed or upgraded from theSoftware downloadspage.', 'There is no click-once installer for Cisco Meeting App (Windows).', 'Note: Customers who do not have admin rights on their computer, who are unable to reach the install link for security/firewall reasons, must contact their admin to install or upgrade.']",https://meeting-infohub.cisco.com/faq/content/28/101/en/how-is-the-cisco-meeting-app-for-windows-and-macos-installed_upgraded.html
Cisco Meeting App,Diagnostics,Why can some Cisco Meeting App users log in while others can't?,"['If some users can log in while other users can\'t, it might be because those Cisco Meeting App users that can\'t log in may have hit the temporary lockout mechanism (see the MMP command ""user rule max_failed_logins <attempts>""). They should retry logging in after 15 mins. If the problem persists, an administrator could check the logs to see if a password enumeration attack is occurring on the Meeting Server which could lock out some users repetitively.']",https://meeting-infohub.cisco.com/faq/content/29/471/en/why-can-some-cisco-meeting-app-users-log-in-while-others-can_t.html
Cisco Meeting App,Diagnostics,Where do I find log/crash files for Cisco Meeting Apps?,"['Obtaining crash files for a Windows or OS\xa0X App', ""Zip the 'meeting' folder and send it to support."", 'Users/<user_name>/Library/Caches/com.cisco.client/', 'Obtaining crash files for iOS Apps:', 'To download the log/crash file, sync the iPad or iPhone with iTunes on your PC or Mac; the crash reports are stored at:', '(or)', 'Connect your device to Mac or PC and Open iTunes and click your device.In the left sidebar, click \'File Sharing\'. Select \'Meeting app\'. The available log files will now be available to download, click ""Save"" button and choose a location on your computer.', 'Email Cisco Support the most recent files along with your full contact details. There may be more than one file with the same time stamp for each event; send them all.', 'Ways to contact support:', 'You can emailtac@cisco.comto open a case, or you can do it here:https://mycase.cloudapps.cisco.com/case', 'There are also aliases for different languages listed here:http://www.cisco.com/c/en/us/support/web/tsd-cisco-worldwide-contacts.html', '', 'SeeWhat logs can I collect from the Meeting Server?', 'To find the crash files on Windows computer, go toC:\\Users\\<user_name>\\AppData\\Roaming\\cisco', 'To find the crash files on Mac OS X, go to:', 'On Windows: C:\\Users\\<user_name>\\AppData\\Roaming\\Apple computer\\Logs\\CrashReporter\\MobileDevice', 'On Mac: ~/Library/Logs/CrashReporter/MobileDevice']",https://meeting-infohub.cisco.com/faq/content/29/310/en/where-do-i-find-log_crash-files-for-cisco-meeting-apps.html
Cisco Meeting App,Diagnostics,How do you send diagnostics when you’re sharing your screen?,"['Whilst in a call, you can clickat the bottom right from the in-meeting menu options. This allows you to enter description of the problem your are facing and send the diagnostics for troubleshooting.']",https://meeting-infohub.cisco.com/faq/content/29/282/en/how-do-you-send-diagnostics-when-youre-sharing-your-screen.html
Cisco Meeting App,Diagnostics,What is the Diagnostics button for?,"['The Diagnostics button is for saving a log file when you have a problem with the app. The log file helps your administrator find the cause of your problem.', 'Clickto openSettingsand clickDiagnostics. Alternatively, if you have a problem during a meeting, you can also use the diagnostics by clicking.', 'On WebRTC app, a Diagnostics window pops up. Enter a descritpion for the problem and click send, A notification appears on the top. ClickEmailto open your email client and populate it with with all the information needed for troubleshooting from the app. Enter the email address and\xa0send it to your Cisco support contact for troubleshooting.', 'On desktop app, you will be prompted to save a diagnostics file. You can send this to you support contact or administrator for troubleshooting with a description of the problem.', 'On iOS app,\xa0The app automatically opens your email client and populates it with all the information needed for troubleshooting from the app and attaches the diagnostics file. Enter the email address and send it to your Cisco support contact for troubleshooting.']",https://meeting-infohub.cisco.com/faq/content/29/230/en/what-is-the-diagnostics-button-for.html
Cisco Meeting App,Diagnostics,Where does Cisco Meeting App (Windows) store log and crash files on Windows computers?,['SeeWhere do I find log/crash files for Cisco Meeting Apps?'],https://meeting-infohub.cisco.com/faq/content/29/215/en/where-does-cisco-meeting-app-windows-store-log-and-crash-files-on-windows-computers.html
Cisco Meeting App,Diagnostics,How do I create a log file in my web app?,"['If you experience an issue during a call you can create a log file to send to your administrator as follows:', 'The diagnostics information is displayed in a new tab in your browser.', 'Select.', 'SelectDiagnostics.']",https://meeting-infohub.cisco.com/faq/content/29/125/en/how-do-i-create-a-log-file-in-my-web-app.html
Cisco Meeting App,Diagnostics,How do I obtain the log/crash file for an iOS app?,"['Clickhere for information regarding log/crash files for Cisco Meeting Appon all platforms.', '']",https://meeting-infohub.cisco.com/faq/content/29/120/en/how-do-i-obtain-the-log_crash-file-for-an-ios-app.html
Cisco Meeting App,General or more than one app,How can I make a participant 'Important' in a meeting ?,"[""When a participant is marked as important, they are put on the top of the active speaker list. So the most important participant will occupy the main pane in any chosen layout on the screens of all the participants in the meeting. You can assign 'important' status to any participant during a meeting, follow these steps:"", ""Note: To remove assigned importance for a participant, select the participant's name from the list and click Clear importance."", 'During a meeting, clickto open the list of participants. The number indicates the total number of active participants in the meeting. (In this example in the picture, its is 2).', ""Click on a participants' name and a list of options appear under the name:"", 'Click Important, Aicon appears next to the participant name. This is only applicable for the duration of the meeting or until importance is removed.']",https://meeting-infohub.cisco.com/faq/content/30/437/en/how-can-i-make-a-participant-_important_-in-a-meeting-.html
Cisco Meeting App,General or more than one app,Can I launch the desktop app from WebRTC app?,"['Yes,\xa0If you are using the Cisco Meeting App (for WebRTC) via anysupported browser, whilst joining a call click on the ""..."" next to theJoining meetingbutton. The ""Joining <space name>"" page opens and allows you to choose how you want to join the meeting.\xa0You can open the desktop app from the options here.\xa0If you are a guest, then click on the meeting link and enter your name to open the ""Joining options"" page.', 'From the ""Joining options"" page, follow these steps to switch to the desktop app:', '', 'Click on the ""Open Cisco Meeting App""\xa0link to open the Cisco Meeting App (Windows or macOS).\xa0The desktop app opens:', 'If you are joining as a user, you will be asked to enter a password if you are not already signed in to your desktop app.\xa0If you are already logged in to the desktop app, you will be presented with the joining options page.', 'If you are joining as a guest you will see the joining options page immediately.', 'For more information regarding the options on this page, click the help icon.', 'Select your audio and video preferences and clickJoin Meeting.', ""If you don't have the app installed, click on the link to download and install the latest version for your platform."", 'Click on the same meeting link again after installation.', 'Click the link to open desktop app. Enter you password and login to the desktop app, you will be presented with the joining options page. For more information regarding the options on this page, click the help icon.', 'Select your audio and video options and clickJoin Meeting.']",https://meeting-infohub.cisco.com/faq/content/30/418/en/can-i-launch-the-desktop-app-from-webrtc-app.html
Cisco Meeting App,General or more than one app,"While joining a call, what happens if you select 'Management and Presentation' option?","[""While joining a meeting the app provides you with a new 'Management and Presentation' mode. You can use this if you wish to monitor the conference without participating, you can use this option to join a call or if you are attending a meeting in person and want to take a closer look at the presentation on your device."", 'When you join the meeting via the management and presentation screen, these are the default settings:', 'You can see any shared content.', 'Your audio and video will be disabled.', 'You cannot receive audio or video from other participants but you can see their desktop or application if they share it.', 'You can share desktop or application with other participants in the meeting.', 'You can send and receive chat messages to all participants in the call (if this is enabled).', 'Other participants in the call can use Meeting App in the usual way and can receive or send a presentation.']",https://meeting-infohub.cisco.com/faq/content/30/410/en/while-joining-a-call-what-happens-if-you-select-_management-and-presentation_-option.html
Cisco Meeting App,General or more than one app,"How can you customize ""meeting links"" (Protocol handlers) to join meetings from the Cisco Meeting App?","['You can use a link to join a meeting from Cisco Meeting App. The links can come from one of the following:', 'Supported formats are:', 'A guest link can be converted into a meeting link which can launch the desktop app or can be pasted into the app if already open by replacing ""https"" with ""ciscomeeting"".', 'For example:', 'https://join.example.space/invited.sf?secret=.abcd&id=12345', 'Can be changed to:', 'ciscomeeting://join.example.space/invited.sf?secret=.abcd&id=12345', ""Please see the FAQ for 'How can guest's join a meeting?'"", 'Note:If you are using\xa0Microsoft Outlook, add a ""url:"" prefix to the link so it can be recognised as hyperlink in Microsoft Outlook/email clients.', 'Option 1: If you try to join a conference as a guest through the Web Bridge from a browser that does not support WebRTC, you will be presented with a link that says, “Click here to launch the desktop client”. Click this to open the app and join the meeting as a guest. These links are in the formathttp://<something> links. They are available both to logged in users, and to guest users who have received a meeting invite through email or other means.', 'Option 2: An admin can construct meeting links for a space, a contact or a SIP URI.\xa0A user can either click on these links to join a meeting or copy and paste the link into the Cisco Meeting App for desktop to join meetings.', 'ciscomeeting: somespace@acano.space (a space)', 'ciscomeeting: user.name@acano.space (a user)', 'ciscomeeting: somesipuri@cisco.com (a SIP URI)', 'Option 3: Guest links']",https://meeting-infohub.cisco.com/faq/content/30/382/en/how-can-you-customize-meeting-links-protocol-handlers-to-join-meetings-from-the-cisco-meeting-app.html
Cisco Meeting App,General or more than one app,How can guests join meeting from Cisco Meeting App?,"['To join a meeting as a guest,\xa0you need an invitation from a member of the space with the link to join the meeting.', 'To join a space as a guest user without logging in, use Cisco Meeting WebRTC app from a browser or by paste the meeting link into the Cisco Meeting App for desktop (Windows or macOS).', 'Note: The Cisco Meeting WebRTC app version 1.10 is only supported on a Google Chrome web browser.', ""If a guest user is using a meeting web link from browsers that does not support WebRTC, a link is generated in the browser window. Click on the link to launch the Meeting App in\xa0 'Guest mode' and join the conference as a guest."", ""Note: In the 'Guest mode'\xa0 there is no “Back” button in the call, when the user leaves the call, the app will be closed automatically."", 'To join a meeting as guest from the app, do the following:', 'Copy the link recieved in an email or instant message.', 'ClickJoin meeting as a guestfrom the app and paste the Meeting link. Enter a passcode if available.', 'ClickJoin meeting.']",https://meeting-infohub.cisco.com/faq/content/30/377/en/how-can-guests-join-meeting-from-cisco-meeting-app.html
Cisco Meeting App,General or more than one app,Why can't I see the saved contact list from 1.9.x when I install Meeting App version 1.10?,"['If you upgrade from Meeting App version 1.9.19 to 1.10, the saved contact list will be removed. However you can still search for contacts from the directory to communicate with.', '']",https://meeting-infohub.cisco.com/faq/content/30/374/en/why-can_t-i-see-the-saved-contact-list-from-19x-when-i-install-meeting-app-version-110.html
Cisco Meeting App,General or more than one app,Why can't I chat with someone directly?,"['Check if chatting has been enabled for you. Contact your administrator to enable this.', 'In version 1.10 of the app, you have to be in a space with someone to chat. However if you want to have a private chat with one user only, you can create a space with only you and the other person for chatting.', 'Alternatively during a direct call with one or more people you can view or exchange chat messages. However chat messages exchanged during a direct call will be deleted when the call ends. If you wish to retain records of your meetings and chat messages, we recommend you create a space and use that for meeting and chatting.', 'Please refer to help from the app orUser Guidefor instuctions to use the app.', 'Related FAQ']",https://meeting-infohub.cisco.com/faq/content/30/373/en/why-can_t-i-chat-with-someone-directly.html
Cisco Meeting App,General or more than one app,What languages are supported for Cisco Meeting App 1.11 and later,"['Cisco Meeting App, version 1.11 and later (Windows, macOS and iOS) is available in the following languages:', 'For instructions to change the language settings on the desktop app, refer to the help from theSettingsscreen.', 'The iOS app language changes according to the language settings on the iOS device. Refer to Apple documentation for instructions to change the language settings on your iPhone or iPad.', 'For the WebRTC app click on the top right corner to select your language. The list for WebRTC app is slighly longer than the list above.', 'US English', 'Japanese', 'Korean', 'Chinese (zh_CN) aka simplified Chinese', 'Taiwanese (zh_TW) aka traditional Chinese', 'French', 'Italian', 'Norwegian', 'Spanish', 'Swedish', 'Finnish', 'Russian', 'German', 'Polish']",https://meeting-infohub.cisco.com/faq/content/30/364/en/what-languages-are-supported-for-cisco-meeting-app-111-and-later.html
Cisco Meeting App,General or more than one app,Why is the message board chat not working for new Cisco Meeting Server deployments?,"['The message chat board is no longer enabled by default from Meeting Server version 2.0 on new deployments or for deployments which did not previously use chat. If your deployment is new or if your existing version does not have chat enabled and you plan to enable chat feature for Cisco Meeting App users, you need to enable chat via the API.', 'To enable chat in message boards,', 'Refer to the latest version ofCisco Meeting Server Release notesorCisco Meeting Server API Guidesfor more information.', '', 'Use the API to create a callProfile with parameter messageBoardEnabled set totrue.', 'Set this callProfile as the default Global Profile to be used for all calls by copying the callProfile id from the Location field and PUTing it to /api/v1/system/profiles.']",https://meeting-infohub.cisco.com/faq/content/30/338/en/why-is-the-message-board-chat-not-working-for-new-cisco-meeting-server-deployments.html
Cisco Meeting App,General or more than one app,What is the maximum character length supported for chat messages in the Cisco Meeting webRTC App?,"['The maximum character length supported for chat messages is 3000 ASCII characters.', 'Note: If you are using multicode characters, then the number of characters supported will be fewer.']",https://meeting-infohub.cisco.com/faq/content/30/324/en/what-is-the-maximum-character-length-supported-for-chat-messages-in-the-cisco-meeting-webrtc-app.html
Cisco Meeting App,iOS app,"Whilst using WebRTC App on iOS, the error ""Lost connection to server, Attempting to reconnect"" appears.","['The following applies if you are using a private CA to sign the XMPP certificate or manually installing a certificate.\xa0From iOS version 10.3 and later, after installing a certificate as a profile, you must also turn on the trust. To turn on SSL trust for that certificate, follow these steps.', ""If you do not enable this, you might see an error message 'Lost connection to server, Attempting to reconnect'."", 'Open Settings > General > About > Certificate Trust Settings.', 'Under ENABLE FULL TRUST FOR ROOT CERTIFICATES, turn on trust for the certificate.']",https://meeting-infohub.cisco.com/faq/content/31/419/en/whilst-using-webrtc-app-on-ios-the-error-lost-connection-to-server-attempting-to-reconnect-appears.html
Cisco Meeting App,iOS app,Why can't I receive notifications on certain versions of Cisco Meeting App on iOS devices?,"['', 'iOS devices running the Acano app and earlier versions of the Cisco Meeting App were able to receive notifications, such as for incoming calls, even when the app was running but not shown on screen (when either the phone was locked or another app was being viewed on the screen of the device). However, Apple has changed the way apps are handled on iOS. When not being viewed apps now go into a suspended state rather than a background state. This means that the\xa0Meeting App is no longer able to send notifications when the app is not shown on the screen.', 'Other apps may use Apple’s Push Notifications Service (APNS) in order to show notifications in a suspended state.\xa0The Meeting app is primarily intended for joining meetings and hence we have not implemented APNS. If you require a communication client which sends notifications all of the time, we recommend other Cisco apps such as Cisco Webex Teams or Cisco Jabber which are also available on iOS devices.', 'Due to the way in which Apple’s change was implemented, some versions of the\xa0Meeting App will have notifications when running on some versions of iOS and not on others. For example, version 1.9.15 will show notifications on iOS 9.3.5 and not on iOS 10.2.1.', 'We recommend running the latest version of\xa0Meeting App\xa0and the latest version of iOS on your device. This combination will mean that notifications\xa0will not\xa0be sent\xa0while the\xa0Meeting app is not shown on screen.']",https://meeting-infohub.cisco.com/faq/content/31/325/en/why-can_t-i-receive-notifications-on-certain-versions-of-cisco-meeting-app-on-ios-devices.html
Cisco Meeting App,iOS app,How do I move a call to my iPhone?,"['To move a call to your iPhone app:', 'Stay in the call on the device you are using while you sign in to\xa0the Meeting app\xa0on your iPhone with the same user ID and pwd.', 'TheMy current meetingsection shows the meeting/call in progress.', 'SelectMove hereon your iPhone.']",https://meeting-infohub.cisco.com/faq/content/31/219/en/how-do-i-move-a-call-to-my-iphone.html
Cisco Meeting App,iOS app,Can I move the self-view on my iPad or iPhone app?,['Yes. Drag and drop as normal.'],https://meeting-infohub.cisco.com/faq/content/31/119/en/can-i-move-the-self_view-on-my-ipad-or-iphone-app.html
Cisco Meeting App,iOS app,Can I zoom in on the shared screen on my iPad App?,"['Yes. When in a call in which another participant has shared an application, you can pinch/expand the pane to resize the shared content. This is not possible with the video panes.']",https://meeting-infohub.cisco.com/faq/content/31/116/en/can-i-zoom-in-on-the-shared-screen-on-my-ipad-app.html
Cisco Meeting App,Issues signing in,Why can some Cisco Meeting App users log in while others can't?,"['If some users can log in while other users can\'t, it might be because those Cisco Meeting App users that can\'t log in may have hit the temporary lockout mechanism (see the MMP command ""user rule max_failed_logins <attempts>""). They should retry logging in after 15 mins. If the problem persists, an administrator could check the logs to see if a password enumeration attack is occurring on the Meeting Server which could lock out some users repetitively.']",https://meeting-infohub.cisco.com/faq/content/38/471/en/why-can-some-cisco-meeting-app-users-log-in-while-others-can_t.html
Cisco Meeting App,Issues signing in,What is the maximum number of concurrent XMPP clients supported by the Meeting Server?,"['The maximum number of concurrent XMPP clients supported by the current Meeting Server software is 500.This maximum is a total number of all different clients (Cisco Meeting App, WebRTC Sign-in and WebRTC Guest clients) registered at the same time to clustered Meeting Servers. If the number of concurrent XMPP registrations exceeds 500 sessions, some unexpected problems with sign in may occur or it may lead to a situation where all currently registered users need to re-sign in, this can cause a denial of service when all users try to sign in\xa0at the same time.']",https://meeting-infohub.cisco.com/faq/content/38/365/en/what-is-the-maximum-number-of-concurrent-xmpp-clients-supported-by-the-meeting-server.html
Cisco Meeting App,Issues signing in,Can I set the maximum number of login attempts?,"['There is an MMP commanduser rule max_failed_logins <attempts>\xa0 to configure the number of login attempts allowed before the 15 minute lockout. The Call Bridge must be restarted for this setting to take effect.', 'Refer to theCisco Meeting Server MMP Command Line Reference guidefor more information.']",https://meeting-infohub.cisco.com/faq/content/38/312/en/can-i-set-the-maximum-number-of-login-attempts.html
Cisco Meeting App,Issues signing in,"Why does the app say ""unable to connect - try again later"" in the sign in dialog?","['Usually this is just a temporary issue. Try again later.', 'If it keeps happening, there may be a firewall issue. Contact your local administrator.']",https://meeting-infohub.cisco.com/faq/content/38/290/en/why-does-the-app-say-unable-to-connect-_-try-again-later-in-the-sign-in-dialog.html
Cisco Meeting App,Issues signing in,"Why do I get the error ""username or password is incorrect""?","['Either you have been given incorrect details, or your account is not set up correctly. Contact your local administrator.']",https://meeting-infohub.cisco.com/faq/content/38/289/en/why-do-i-get-the-error-username-or-password-is-incorrect.html
Cisco Meeting App,Issues signing in,I have set a passcode for my space. Why can people still enter without a passcode?,['The passcode is for guests only. Members can always enter a space without using a passcode.'],https://meeting-infohub.cisco.com/faq/content/38/235/en/i-have-set-a-passcode-for-my-space-why-can-people-still-enter-without-a-passcode.html
Cisco Meeting App,Issues signing in,"Why does the Cisco Meeting App report ""Certificate failure"" when the user tries to sign in? ","['Please check the XMPP certificate requirement in our Certificate guide oncisco.com, in particular the need to specify:', 'If you still have this issue, please send\xa0Cisco support the XMPP certificate and the output from the MMP command “xmpp”.', 'the DNS record for the XMPP server in the CN field of the certificate,', 'the XMPP domain name and the DNS record for the XMPP server in the subjectAltName field.']",https://meeting-infohub.cisco.com/faq/content/38/229/en/why-does-the-cisco-meeting-app-report-certificate-failure-when-the-user-tries-to-sign-in.html
Cisco Meeting App,Issues signing in,"Why does the Cisco Meeting App report ""username or password is incorrect"" in the sign in dialog?","['The LDAP account may be incorrect or suspended. Try the following.', 'This means that the password is incorrect. Ask the user to log in to a corporate PC with the same credentials. If it fails, ask the AD \xa0admin to reset the password.', '', 'This means that the username does not exist. On the Meeting Server Web Admin interface, go toStatus>Users. Check again that the user is listed. If not, resync the AD settings on the Meeting Server or Acano Manager. If the user is still not listed, check the event logs again.', 'If the above did not solve the issue, take anunencrypted packet tracefrom the\xa0Meeting Server (un-secure ldap ports are 389 and 3268). Run a sync to capture the import process to AD.', 'Send the log files from server, live.json and packet trace in pcap format along with details on the missing user profile to Cisco support.', 'On the Meeting Server Web Admin interface, go toStatus>Users. Check that the user is an active user.', 'In the event log, look for:', ""LDAP authorisation failed for user 'name@yourdomain.com' /\xa0unsuccessful login request from name@yourdomain.com"", ""no user 'name@yourdomain.com' found for authorization /\xa0unsuccessful login request from name@yourdomain.com"", 'If you see no errors in the event log, ask the AD admin to verify that the user account is part of the AD search to be pulled in by the Meeting Server. If not, ask the AD admin to add the user to the group or modify the search filter.']",https://meeting-infohub.cisco.com/faq/content/38/228/en/why-does-the-cisco-meeting-app-report-username-or-password-is-incorrect-in-the-sign-in-dialog.html
